Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier Region, 47-2181,Roofers,200,$41670,$37130,$25630,$49680
10,9,Southern Tier Region, 47-2211,Sheet Metal Workers,180,$49140,$50730,$37150,$55140
10,9,Southern Tier Region, 47-3012,Helpers--Carpenters,100,$23970,$23750,$19640,$26140
10,9,Southern Tier Region, 47-3013,Helpers--Electricians,n/a,$25920,$23030,$18420,$29670
10,9,Southern Tier Region, 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",50,$28510,$27060,$21010,$32260
10,9,Southern Tier Region, 47-4011,Construction and Building Inspectors,310,$51260,$47330,$36670,$58560
10,9,Southern Tier Region, 47-4041,Hazardous Materials Removal Workers,n/a,$36380,$29830,$27760,$40690
10,9,Southern Tier Region, 47-4051,Highway Maintenance Workers,1310,$38000,$38350,$30090,$41960
10,9,Southern Tier Region, 47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,60,$32450,$33080,$26100,$35620
10,9,Southern Tier Region, 49-0000,"Installation, Maintenance, and Repair Occupations",9980,$44280,$40810,$27410,$52720
10,9,Southern Tier Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",930,$65820,$61170,$46920,$75270
10,9,Southern Tier Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",280,$44560,$42600,$31660,$51000
10,9,Southern Tier Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",490,$56240,$47470,$34600,$67060
10,9,Southern Tier Region, 49-2092,"Electric Motor, Power Tool, and Related Repairers",n/a,$45750,$41470,$35010,$51120
10,9,Southern Tier Region, 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",80,$53510,$53630,$42270,$59130
10,9,Southern Tier Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,50,$32970,$31030,$20960,$38970
10,9,Southern Tier Region, 49-2098,Security and Fire Alarm Systems Installers,n/a,$42710,$41670,$33260,$47440
10,9,Southern Tier Region, 49-3011,Aircraft Mechanics and Service Technicians,60,$58660,$58970,$42130,$66920
10,9,Southern Tier Region, 49-3021,Automotive Body and Related Repairers,260,$34750,$32110,$23630,$40310
10,9,Southern Tier Region, 49-3023,Automotive Service Technicians and Mechanics,1560,$34750,$32600,$23090,$40580
10,9,Southern Tier Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,440,$40580,$38840,$30320,$45710
10,9,Southern Tier Region, 49-3041,Farm Equipment Mechanics and Service Technicians,n/a,$35030,$34690,$26450,$39310
10,9,Southern Tier Region, 49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",180,$43380,$40960,$32110,$49020
10,9,Southern Tier Region, 49-3051,Motorboat Mechanics and Service Technicians,n/a,$39680,$37080,$35400,$41820
10,9,Southern Tier Region, 49-3052,Motorcycle Mechanics,70,$31560,$29710,$24900,$34900
10,9,Southern Tier Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,70,$29650,$27600,$19870,$34530
10,9,Southern Tier Region, 49-3093,Tire Repairers and Changers,180,$28740,$26070,$20670,$32770
10,9,Southern Tier Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",70,$54620,$47420,$37700,$63080
10,9,Southern Tier Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",440,$45640,$42430,$32110,$52400
10,9,Southern Tier Region, 49-9031,Home Appliance Repairers,60,$41860,$38500,$27500,$49040
10,9,Southern Tier Region, 49-9041,Industrial Machinery Mechanics,620,$51170,$50590,$37980,$57770
10,9,Southern Tier Region, 49-9043,"Maintenance Workers, Machinery",70,$42850,$43340,$29060,$49750
10,9,Southern Tier Region, 49-9051,Electrical Power-Line Installers and Repairers,270,$71400,$77810,$42230,$85980
10,9,Southern Tier Region, 49-9052,Telecommunications Line Installers and Repairers,330,$53410,$45150,$26770,$66720
10,9,Southern Tier Region, 49-9062,Medical Equipment Repairers,n/a,$49970,$45430,$34310,$57800
10,9,Southern Tier Region, 49-9063,Musical Instrument Repairers and Tuners,n/a,$35050,$28310,$18610,$43260
10,9,Southern Tier Region, 49-9071,"Maintenance and Repair Workers, General",2780,$38930,$38120,$26600,$45100
10,9,Southern Tier Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",n/a,$32900,$27040,$22490,$38100
10,9,Southern Tier Region, 49-9094,Locksmiths and Safe Repairers,50,$35700,$35100,$27400,$39840
10,9,Southern Tier Region, 49-9095,Manufactured Building and Mobile Home Installers,n/a,$31130,$29150,$28360,$32520
10,9,Southern Tier Region, 49-9096,Riggers,n/a,$45830,$45080,$42730,$47370
10,9,Southern Tier Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",90,$32780,$30470,$21470,$38430
10,9,Southern Tier Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",130,$37830,$37860,$24920,$44280
10,9,Southern Tier Region, 51-0000,Production Occupations,19420,$37350,$35240,$23300,$44380
10,9,Southern Tier Region, 51-1011,First-Line Supervisors of Production and Operating Workers,1420,$63580,$62040,$40390,$75170
10,9,Southern Tier Region, 51-2021,"Coil Winders, Tapers, and Finishers",100,$23280,$22210,$18480,$25680
10,9,Southern Tier Region, 51-2022,Electrical and Electronic Equipment Assemblers,1520,$29630,$25480,$20390,$34250
10,9,Southern Tier Region, 51-2023,Electromechanical Equipment Assemblers,n/a,$36110,$36060,$34040,$37140
10,9,Southern Tier Region, 51-2031,Engine and Other Machine Assemblers,n/a,$43790,$44440,$41270,$45050
10,9,Southern Tier Region, 51-2041,Structural Metal Fabricators and Fitters,n/a,$41070,$42780,$31810,$45700
10,9,Southern Tier Region, 51-2092,Team Assemblers,2740,$34170,$33620,$22440,$40040
10,9,Southern Tier Region, 51-2099,"Assemblers and Fabricators, All Other",250,$25530,$23080,$18570,$29000
10,9,Southern Tier Region, 51-3011,Bakers,250,$27040,$25240,$19740,$30690
10,9,Southern Tier Region, 51-3021,Butchers and Meat Cutters,150,$31800,$30230,$19380,$38010
10,9,Southern Tier Region, 51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",60,$29580,$28180,$20960,$33890
10,9,Southern Tier Region, 51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",n/a,$44520,$45950,$31170,$51200
10,9,Southern Tier Region, 51-3092,Food Batchmakers,220,$32450,$32270,$26260,$35550
10,9,Southern Tier Region, 51-3093,Food Cooking Machine Operators and Tenders,200,$38470,$36800,$31920,$41740
10,9,Southern Tier Region, 51-3099,"Food Processing Workers, All Other",50,$27540,$24760,$18820,$31900
10,9,Southern Tier Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",630,$38870,$38850,$26580,$45010
10,9,Southern Tier Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",70,$53730,$52520,$41530,$59830
10,9,Southern Tier Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",80,$27430,$24490,$21550,$30360
10,9,Southern Tier Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",250,$31200,$29280,$20980,$36320
10,9,Southern Tier Region, 51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50,$46530,$46300,$36740,$51420
10,9,Southern Tier Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",170,$37060,$37570,$27760,$41710
10,9,Southern Tier Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,$41400,$42620,$31670,$46260
10,9,Southern Tier Region, 51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$35470,$35850,$29250,$38580
10,9,Southern Tier Region, 51-4041,Machinists,1410,$40470,$39510,$29590,$45920
10,9,Southern Tier Region, 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",100,$32430,$30990,$23380,$36950
10,9,Southern Tier Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$41240,$42500,$29570,$47080
10,9,Southern Tier Region, 51-4111,Tool and Die Makers,160,$47800,$46930,$36820,$53280
10,9,Southern Tier Region, 51-4121,"Welders, Cutters, Solderers, and Brazers",640,$36240,$35440,$26920,$40900
10,9,Southern Tier Region, 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",90,$35380,$36230,$25140,$40510
10,9,Southern Tier Region, 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",230,$34940,$32470,$24730,$40040
10,9,Southern Tier Region, 51-4194,"Tool Grinders, Filers, and Sharpeners",n/a,$27650,$27060,$22640,$30160
10,9,Southern Tier Region, 51-5111,Prepress Technician and Workers,130,$39980,$36080,$20330,$49800
10,9,Southern Tier Region, 51-5112,Printing Press Operators,370,$38430,$37410,$27150,$44080
10,9,Southern Tier Region, 51-5113,Print Binding and Finishing Workers,100,$33780,$34950,$21310,$40010
10,9,Southern Tier Region, 51-6011,Laundry and Dry-Cleaning Workers,260,$22440,$19990,$18420,$24460
10,9,Southern Tier Region, 51-6021,"Pressers, Textile, Garment, and Related Materials",90,$21600,$21250,$18310,$23240
10,9,Southern Tier Region, 51-6031,Sewing Machine Operators,100,$26800,$26750,$21200,$29600
10,9,Southern Tier Region, 51-7011,Cabinetmakers and Bench Carpenters,80,$34970,$32780,$24430,$40240
10,9,Southern Tier Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",110,$28390,$27770,$21460,$31850
10,9,Southern Tier Region, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",110,$29050,$29010,$22190,$32480
10,9,Southern Tier Region, 51-8013,Power Plant Operators,70,$59860,$55100,$39310,$70130
10,9,Southern Tier Region, 51-8021,Stationary Engineers and Boiler Operators,130,$57140,$56350,$46130,$62650
10,9,Southern Tier Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,200,$44690,$45740,$32420,$50830
10,9,Southern Tier Region, 51-9011,Chemical Equipment Operators and Tenders,90,$40770,$28850,$22210,$50050
10,9,Southern Tier Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",230,$39300,$38420,$29340,$44280
10,9,Southern Tier Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",190,$36570,$35960,$27530,$41080
10,9,Southern Tier Region, 51-9022,"Grinding and Polishing Workers, Hand",n/a,$38890,$42170,$27760,$44460
10,9,Southern Tier Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",330,$39640,$41340,$28850,$45030
10,9,Southern Tier Region, 51-9031,"Cutters and Trimmers, Hand",n/a,$33170,$29750,$27980,$35770
10,9,Southern Tier Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",100,$36680,$39590,$24300,$42880
10,9,Southern Tier Region, 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",n/a,$42410,$44130,$31120,$48060
10,9,Southern Tier Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1590,$39920,$38780,$25010,$47370
10,9,Southern Tier Region, 51-9071,Jewelers and Precious Stone and Metal Workers,n/a,$61270,$55990,$35310,$74250
10,9,Southern Tier Region, 51-9081,Dental Laboratory Technicians,n/a,$40720,$41210,$23550,$49300
10,9,Southern Tier Region, 51-9082,Medical Appliance Technicians,n/a,$33430,$34770,$22280,$39010
10,9,Southern Tier Region, 51-9083,Ophthalmic Laboratory Technicians,90,$30110,$29550,$21390,$34470
10,9,Southern Tier Region, 51-9111,Packaging and Filling Machine Operators and Tenders,1280,$32480,$30610,$25930,$35760
10,9,Southern Tier Region, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",180,$34520,$34410,$23820,$39870
10,9,Southern Tier Region, 51-9122,"Painters, Transportation Equipment",90,$35650,$34980,$28790,$39080
10,9,Southern Tier Region, 51-9123,"Painting, Coating, and Decorating Workers",80,$35390,$35130,$27420,$39380
10,9,Southern Tier Region, 51-9141,Semiconductor Processors,210,$35010,$33470,$25270,$39870
10,9,Southern Tier Region, 51-9151,Photographic Process Workers and Processing Machine Operators,50,$31310,$30550,$21270,$36330
10,9,Southern Tier Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,$31010,$32720,$22640,$35190
10,9,Southern Tier Region, 51-9194,Etchers and Engravers,n/a,$32120,$32740,$27250,$34560
10,9,Southern Tier Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",80,$33480,$29800,$22360,$39040
10,9,Southern Tier Region, 51-9198,Helpers--Production Workers,480,$24640,$21640,$18410,$27760
10,9,Southern Tier Region, 51-9199,"Production Workers, All Other",240,$28960,$25270,$19920,$33480
10,9,Southern Tier Region, 53-0000,Transportation and Material Moving Occupations,14780,$32670,$29830,$20230,$38890
10,9,Southern Tier Region, 53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",190,$49140,$47660,$34300,$56570
10,9,Southern Tier Region, 53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,330,$53320,$53140,$34750,$62600
10,9,Southern Tier Region, 53-2012,Commercial Pilots,n/a,$84090,$85380,$52450,$99900
10,9,Southern Tier Region, 53-3021,"Bus Drivers, Transit and Intercity",330,$37020,$40750,$24680,$43190
10,9,Southern Tier Region, 53-3022,"Bus Drivers, School or Special Client",1400,$31670,$29450,$21910,$36550
10,9,Southern Tier Region, 53-3031,Driver/Sales Workers,720,$22970,$19740,$18330,$25290
10,9,Southern Tier Region, 53-3032,Heavy and Tractor-Trailer Truck Drivers,2890,$40390,$37060,$28370,$46400
10,9,Southern Tier Region, 53-3033,Light Truck or Delivery Services Drivers,1390,$31660,$26440,$19630,$37670
10,9,Southern Tier Region, 53-3041,Taxi Drivers and Chauffeurs,350,$23020,$19940,$18510,$25270
10,9,Southern Tier Region, 53-3099,"Motor Vehicle Operators, All Other",100,$28400,$23630,$18650,$33270
10,9,Southern Tier Region, 53-6021,Parking Lot Attendants,60,$27030,$25160,$20010,$30540
10,9,Southern Tier Region, 53-6031,Automotive and Watercraft Service Attendants,200,$20070,$19140,$18440,$20880
10,9,Southern Tier Region, 53-6099,"Transportation Workers, All Other",n/a,$26030,$22940,$20980,$28550
10,9,Southern Tier Region, 53-7032,Excavating and Loading Machine and Dragline Operators,80,$51730,$40680,$33350,$60920
10,9,Southern Tier Region, 53-7051,Industrial Truck and Tractor Operators,740,$33000,$33310,$24260,$37380
10,9,Southern Tier Region, 53-7061,Cleaners of Vehicles and Equipment,650,$27090,$24020,$19610,$30830
10,9,Southern Tier Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",3280,$26870,$24540,$19430,$30580
10,9,Southern Tier Region, 53-7063,Machine Feeders and Offbearers,310,$24360,$21430,$18220,$27430
10,9,Southern Tier Region, 53-7064,"Packers and Packagers, Hand",950,$28580,$28450,$19570,$33080
10,9,Southern Tier Region, 53-7081,Refuse and Recyclable Material Collectors,260,$30820,$29550,$22170,$35140
10,10,Western New York Region, 00-0000,"Total, All Occupations",634610,$43820,$34790,$20600,$55430
10,10,Western New York Region, 11-0000,Management Occupations,26070,$104140,$91000,$56830,$127800
10,10,Western New York Region, 11-1011,Chief Executives,1190,$165900,$143710,$96580,
10,10,Western New York Region, 11-1021,General and Operations Managers,9740,$107750,$88790,$52850,$135200
10,10,Western New York Region, 11-1031,Legislators,840,$81020,$81940,$70400,$86340
10,10,Western New York Region, 11-2011,Advertising and Promotions Managers,100,$112000,$94440,$66260,$134870
10,10,Western New York Region, 11-2021,Marketing Managers,320,$130840,$117530,$73720,$159390
10,10,Western New York Region, 11-2022,Sales Managers,970,$113540,$104520,$61210,$139700
10,10,Western New York Region, 11-2031,Public Relations and Fundraising Managers,140,$92870,$84880,$61270,$108670
10,10,Western New York Region, 11-3011,Administrative Services Managers,970,$86340,$78880,$56730,$101140
10,10,Western New York Region, 11-3021,Computer and Information Systems Managers,960,$113030,$107780,$76270,$131410
10,10,Western New York Region, 11-3031,Financial Managers,1750,$119260,$108500,$71730,$143030
10,10,Western New York Region, 11-3051,Industrial Production Managers,710,$105150,$100570,$69470,$122990
10,10,Western New York Region, 11-3061,Purchasing Managers,240,$109660,$101460,$70350,$129310
10,10,Western New York Region, 11-3071,"Transportation, Storage, and Distribution Managers",310,$89370,$77350,$55870,$106120
10,10,Western New York Region, 11-3111,Compensation and Benefits Managers,60,$132220,$121230,$80840,$157910
10,10,Western New York Region, 11-3121,Human Resources Managers,390,$103320,$94060,$70020,$119970
10,10,Western New York Region, 11-3131,Training and Development Managers,120,$110620,$96600,$68450,$131710
10,10,Western New York Region, 11-9021,Construction Managers,540,$80880,$73880,$50660,$95990
10,10,Western New York Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",270,$45250,$39250,$30920,$52420
10,10,Western New York Region, 11-9032,"Education Administrators, Elementary and Secondary School",1050,$95000,$94900,$71850,$106580
10,10,Western New York Region, 11-9033,"Education Administrators, Postsecondary",560,$87890,$74710,$48940,$107370
10,10,Western New York Region, 11-9039,"Education Administrators, All Other",n/a,$79360,$75990,$51570,$93260
10,10,Western New York Region, 11-9041,Architectural and Engineering Managers,570,$119180,$114230,$82730,$137410
10,10,Western New York Region, 11-9051,Food Service Managers,700,$54130,$51060,$37060,$62670
10,10,Western New York Region, 11-9081,Lodging Managers,n/a,$50750,$46790,$37980,$57140
10,10,Western New York Region, 11-9111,Medical and Health Services Managers,1380,$98840,$90380,$66190,$115160
10,10,Western New York Region, 11-9121,Natural Sciences Managers,80,$127490,$111940,$80400,$151040
