LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE
0002803770-0001-6,NOODLE PAVILION THAI CAFE LLC,,20022 VENTURA BLVD,WOODLAND HILLS,91364-2632,20022 VENTURA 91364-2632,,,,722110,Full-service restaurants,3,1/1/2015
0002845774-0001-4,"POK POK LA, LLC",POK POK,978 N BROADWAY,LOS ANGELES,90012-1707,978 BROADWAY 90012-1707,3220 SE MILWAUKIE AVENUE,PORTLAND,97202-2430,722110,Full-service restaurants,1,9/1/2015
0002565916-0001-4,HOKKAIDO WESTSIDE INC,HOKKAIDO SEAFOOD BUFFET,10850 W PICO BLVD UNIT #2,LOS ANGELES,90064-2131,10850 PICO 90064-2131,3030 CHERRY AVENUE,LONG BEACH,90807-5210,722110,Full-service restaurants,5,6/1/2011
0000098015-0001-1,ACE ACCESSORY INC,ACE ACCESSORY,308 E PICO BLVD,LOS ANGELES,90015-2510,308 PICO 90015-2510,,,,722110,Full-service restaurants,14,8/30/2006
0000267458-0008-3,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7493,5166 VINELAND AVENUE,N HOLLYWOOD,91601-3849,5166 VINELAND 91601-3849,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,2,11/27/2000
0002829716-0001-8,"YAI RESTAURANT ,LLC",YAI RESTAURANT,5757 HOLLYWOOD BLVD,LOS ANGELES,90028-6719,5757 HOLLYWOOD 90028,5757 HOLLYWOOD BLVD,LOS ANGELES,90028-6719,722110,Full-service restaurants,13,4/1/2015
0002853980-0001-8,AFFAIR LLC,,11819 WILSHIRE BLVD #103,LOS ANGELES,90025-6627,11819 WILSHIRE 90025-6627,,,,722110,Full-service restaurants,11,9/10/2015
0002808746-0001-9,PHILLIP E HUGHES,JUNIORS BBQ PIT,7501 S WESTERN AVENUE,LOS ANGELES,90047-2430,7501 WESTERN 90047-2430,900 N ALAMEDA STREET #862365,LOS ANGELES,90086-2513,722110,Full-service restaurants,8,2/24/2015
0002779123-0001-5,BL DELIGHTS INC,BL DELIGHTS CAFE,5900 SEPULVEDA BLVD,VAN NUYS,91411-2511,5900 SEPULVEDA 91411-2511,16060 VENTURA BLVD SUITE #110-147,ENCINO,91436-2761,722110,Full-service restaurants,4,10/3/2014
0002796577-0001-5,JESUS A CASTILLO,MIRELIS  CATERING,410 LA FRANCE AVENUE,ALHAMBRA,91801-1712,410 LA FRANCE 91801-1712,,,,722110,Full-service restaurants,0,1/8/2015
0002807455-0001-6,ARTURO GOMEZ-MOLINA,MAYA'S RESTAURANT,11101 SHERMAN WAY,SUN VALLEY,91352-4900,11101 SHERMAN 91352-4900,,,,722110,Full-service restaurants,2,2/18/2015
0002664877-0001-1,"SAMVEL'S PLACE, LLC",SAMUEL'S PLACE,6618 CAMELLIA AVENUE,NORTH HOLLYWOOD,91606-1741,6618 CAMELLIA 91606-1741,,,,722110,Full-service restaurants,2,2/27/2013
0002807824-0001-3,LOS ANAYA INC,TAQUERIA LOS ANAYA,4651 W ADAMS BLVD,LOS ANGELES,90016-3040,4651 ADAMS 90016-3040,,,,722110,Full-service restaurants,10,2/21/2014
0002813282-0001-4,GIRASOLE INC,VERNETTI,225 N LARCHMONT BLVD,LOS ANGELES,90004-3706,225 LARCHMONT 90004,219 N ST ANDREWS PLACE,LOS ANGELES,90004-4023,722110,Full-service restaurants,4,3/25/2015
0002812046-0001-4,TIBOR DEME,DANUBE,5820 MELROSE AVENUE,LOS ANGELES,90038-3709,5820 MELROSE 90038-3709,,,,722110,Full-service restaurants,4,3/6/2015
0002806655-0001-5,MODAN ARTISANAL RAMEN INC,MODAN ARTISANAL RAMEN,1757 COLORADO BLVD,LOS ANGELES,90041-1348,1757 COLORADO 90041-1348,,,,722110,Full-service restaurants,14,2/13/2015
0002633952-0001-2,SWEET TEN THOUSAND INC,SO SUSHI,19596 VENTURA BLVD,TARZANA,91356-2917,19596 VENTURA 91356-2917,,,,722110,Full-service restaurants,3,9/8/2012
0002686592-0001-8,701 TR LP,LOBSTA SHACK,701 W CESAR E CHAVEZ AVENUE UNIT #107,LOS ANGELES,90012-2184,701 CESAR E CHAVEZ 90012-2184,POST OFFICE BOX #3332,SOUTH PASADENA,91031-6332,722110,Full-service restaurants,1,6/17/2013
0002786862-0001-7,MOHAMMED H SHARIFI,VALLEY PIZZA MAN,7553 TOPANGA CANYON BLVD,CANOGA PARK,91303-1215,7553 TOPANGA CANYON 91303-1215,,,,722110,Full-service restaurants,3,11/18/2014
0002850610-0001-6,JUST IN THE FLAVOR INC.,,15315 LARCH AVENUE UNIT #2,LAWNDALE,90260-2171,15315 LARCH 90260,15315 LARCH AVENUE UNIT #2,LAWNDALE,90260-2171,722110,Full-service restaurants,0,9/1/2015
0002690647-0002-1,BURGER LOUNGE III LLC,,217 N LARCHMONT BLVD,LOS ANGELES,90004-3706,217 LARCHMONT 90004-3706,1917 INDIA STREET SUITE #C,SAN DIEGO,92101-2250,722110,Full-service restaurants,4,7/18/2014
0002840208-0001-0,RED STAR BBQ CORPORATION,,703 S VERMONT AVENUE,LOS ANGELES,90005-1518,703 VERMONT 90005-1518,,,,722110,Full-service restaurants,10,7/1/2015
0002779895-0001-7,BOWERY BUNGALOW LLC,BOWERY BUNGALOW,4156 SANTA MONICA BLVD,LOS ANGELES,90029-3026,4156 SANTA MONICA 90029-3026,1469 TAMARIND AVENUE,LOS ANGELES,90028-8412,722110,Full-service restaurants,13,10/15/2014
0000908886-0001-8,ORLANDO WILSHIRE IN V LTD,THE ORLANDO,8384 W 3RD STREET,LOS ANGELES,90048-4311,8384 3RD 90048-4311,,,,722110,Full-service restaurants,5,6/4/1984
0002080996-0007-1,CBC RESTAURANT CORP,CORNER BAKERY CAFE,300 S GRAND AVENUE,LOS ANGELES,90071-3109,300 GRAND 90071-3109,12700 PARK CENTRAL DRIVE #1300,DALLAS,75251-1523,722110,Full-service restaurants,14,2/22/2016
0002846219-0001-1,NARUPHON RAMPAI,LIKE'S THAI & CHINESE FOOD,8702 FOOTHILL BLVD,SUNLAND,91040-1923,8702 FOOTHILL 91040-1923,1050 N MARIPOSA AVENUE #211,LOS ANGELES,90029-1485,722110,Full-service restaurants,7,8/5/2015
0000453920-0001-5,LA SIRENITA RESTAURANT CORPORATION,LA SIRENITA MEXICAN RESTAURANT | MARISCOS LA SIRENITA,14032 OXNARD STREET,VAN NUYS,91401-3806,14032 OXNARD 91401-3806,,,,722110,Full-service restaurants,2,6/27/1997
0002785463-0001-1,EAGLE ROCK BREWERY PUBLIC HOUSES LLC,,1627 COLORADO BLVD,LOS ANGELES,90041-1402,1627 COLORADO 90041-1402,,,,722110,Full-service restaurants,14,11/10/2014
0002833172-0001-5,ANA GLORIA RAMOS VINDEL,TEXIS RESTAURANT,3087 W PICO BLVD,LOS ANGELES,90006-3829,3087 PICO 90006-3829,857 S MANHATTAN PLACE UNIT #4,LOS ANGELES,90005-3330,722110,Full-service restaurants,10,1/2/2015
0002852355-0001-3,"LA DRAGON, INC",THE DRAGON RESTAURANT,966 S VERMONT AVENUE,LOS ANGELES,90006-1611,966 VERMONT 90006,966 S VERMONT AVENUE,LOS ANGELES,90006-1611,722110,Full-service restaurants,10,10/1/2015
0002855848-0001-6,HANDI KABAB HOUSE,,360 S ALVARADO STREET UNIT #1,LOS ANGELES,90057-2913,360 ALVARADO 90057,360 S ALVARADO STREET UNIT #1,LOS ANGELES,90057-2913,722110,Full-service restaurants,1,10/1/2015
0002263747-0001-2,CALCRAFT LLC,CRAFT LOS ANGELES,10100 CONSTELLATION BLVD,LOS ANGELES,90067-4604,10100 CONSTELLATION 90067-4604,,,,722110,Full-service restaurants,5,7/12/2007
0002799846-0001-6,ROSA M CASTANEDA VDA DE LEMUS,,3084 W PICO BLVD,LOS ANGELES,90006-3805,3084 PICO 90006-3805,,,,722110,Full-service restaurants,10,8/1/2014
0002801699-0001-1,HOLLYWOOD PIES INC,,6116  1/2 W PICO BLVD,LOS ANGELES,90035-2517,6116 PICO 90035-2517,,,,722110,Full-service restaurants,10,1/28/2015
0002858565-0005-0,MINC INC,,9101 RESEDA BLVD,NORTHRIDGE,91324-3031,9101 RESEDA 91324-3031,42913 CAPITAL DRIVE UNIT #106,LANCASTER,93535-4556,722110,Full-service restaurants,12,9/1/2015
0002791290-0001-0,LACHA SOMTUM,,5169 HOLLYWOOD BLVD,LOS ANGELES,90027-6113,5169 HOLLYWOOD 90027-6113,8564 PARAMOUNT BLVD,DOWNEY,90240-2127,722110,Full-service restaurants,13,2/1/2014
0002832799-0001-6,CANDELARIO MARTINEZ,,465 E 47TH STREET,LOS ANGELES,90011-3901,465 47TH 90011-3901,,,,722110,Full-service restaurants,9,1/1/2014
0002810922-0001-8,VORAVIT JUIMUANGSRI,,7139 BALBOA BLVD,VAN NUYS,91406-3638,7139 BALBOA 91406-3638,,,,722110,Full-service restaurants,6,4/1/2015
0002222221-0001-4,KITCHEN STORY INC,,2129 SAWTELLE BLVD,LOS ANGELES,90025-6249,2129 SAWTELLE 90025-6249,,,,722110,Full-service restaurants,11,1/1/2007
0002615705-0001-3,1715 PACIFIC AVENUE LLC,BARNYARD VENCE | BARNYARD VENICE,1715 PACIFIC AVENUE,VENICE,90291-4119,1715 PACIFIC 90291-4119,,,,722110,Full-service restaurants,11,5/30/2012
0002717127-0001-1,FESFAR INC,CASTILLO 8351,8351 SAN FERNANDO ROAD,SUN VALLEY,91352-3225,8351 SAN FERNANDO 91352-3225,7215 PINE AVENUE,CHINO,91708-9274,722110,Full-service restaurants,6,11/26/2013
0002850382-0001-6,ROTISSERIE 101 LLC,TWIST & GRILL LLC,735 S FIGUEROA STREET #114,LOS ANGELES,90017-2561,735 FIGUEROA 90017-2561,,,,722110,Full-service restaurants,14,1/1/2014
0002748498-0002-0,JCS CENTRAL INC.,BURGER KING #5642,9025 BALBOA BLVD,NORTHRIDGE,91325-2600,9025 BALBOA 91325-2600,1301 GLENDALE BLVD,LOS ANGELES,90026-2507,722110,Full-service restaurants,12,4/8/2014
0002861843-0001-1,NURIA ILIANA LUNA FLORES,LOS MOCHIS RESTAURANT SEAFOOD AND MEXICAN FOOD,7515 S CENTRAL AVENUE UNIT #A,LOS ANGELES,90001-2426,7515 CENTRAL 90001-2426,,,,722110,Full-service restaurants,9,10/19/2015
0002518734-0001-6,YOUNG SOO KANG,SUSHI WAKANA,404 S FIGUEROA STREET UNIT #404,LOS ANGELES,90071-1797,404 FIGUEROA 90071-1797,22222 SHERMAN WAY SUITE #200,CANOGA PARK,91303-1057,722110,Full-service restaurants,14,8/30/2010
0002800861-0001-3,NICKER MANCHESTER INC,,1406 W MANCHESTER AVENUE,LOS ANGELES,90047-5422,1406 MANCHESTER 90047-5422,,,,722110,Full-service restaurants,8,1/1/2014
0002791563-0001-7,WAH KEE CORPORATION,,10974 W PICO BLVD,LOS ANGELES,90064-2115,10974 PICO 90064-2115,,,,722110,Full-service restaurants,5,12/16/2014
0002100481-0002-8,SANTOS MARTINEZ,LA FORCACCIA 1,7300 TOPANGA CANYON BLVD #7,CANOGA PARK,91303-3333,7300 TOPANGA CANYON 91303-3333,,,,722110,Full-service restaurants,3,4/23/2009
0000094002-0001-4,BROMLEY FOODS INC,JACK IN THE BOX 341,7955 VINELAND AVENUE,SUN VALLEY,91352-4477,7955 VINELAND 91352-4477,23801 CALABASAS ROAD SUITE #2002,CALABASAS,91302-1569,722110,Full-service restaurants,2,10/28/1991
0000858320-0001-4,NUTRIFIT LLC,NUTRIFIT LLC,11692 GATEWAY BLVD,LOS ANGELES,90064-2829,11692 GATEWAY 90064-2829,11692 GATEWAY BLVD,LOS ANGELES,90064-2829,722110,Full-service restaurants,11,7/16/1991
0000051605-0002-8,LUIS E MERCADO-ALVARADO IV,,1415 N AVALON BLVD,WILMINGTON,90744-1506,1415 AVALON 90744-1506,POST OFFICE BOX #244,WILMINGTON,90748-0244,722110,Full-service restaurants,15,1/1/2007
0000260464-0017-7,CARLS JR RESTAURANTS LLC,CARLS JR RESTAURANT #321,2912 S FIGUEROA STREET,LOS ANGELES,90007-3709,2912 FIGUEROA 90007-3709,POST OFFICE BOX #61099,ANAHEIM,92803-6199,722110,Full-service restaurants,9,7/25/1981
0000909775-0001-9,PATRICIA CYNTHIA LEAO,EL INDIO MEXICANO RESTAURANT,17019 ROSCOE BLVD,NORTHRIDGE,91325-4014,17019 ROSCOE 91325-4014,,,,722110,Full-service restaurants,12,10/1/1998
0002383838-0001-0,YARD HOUSE LOS ANGELES LLC,YARD HOUSE,800 W OLYMPIC BLVD,LOS ANGELES,90015-1360,800 OLYMPIC 90015-1360,POST OFFICE BOX #695016,ORLANDO,32869-5016,722110,Full-service restaurants,14,11/17/2008
0002857011-0001-2,TROPICAL BUFFET INC,TROPICAL BUFFET,19530 NORDHOFF STREET,NORTHRIDGE,91324-2419,19530 NORDHOFF 91324-2419,7263 TEGNER DRIVE,ROSEMEAD,91770-3817,722110,Full-service restaurants,12,9/21/2015
0002852259-0001-3,PARS GRILL AND RESTAURANT INC,,18501 VICTORY BLVD,RESEDA,91335-6440,18501 VICTORY 91335-6440,,,,722110,Full-service restaurants,3,9/1/2015
0000274817-0001-4,MUSIC CENTER OPERATING CO /C,DOROTHY CHANDLER PAVILION,135 N GRAND AVENUE,LOS ANGELES,90012-3013,135 GRAND 90012-3013,,,,722110,Full-service restaurants,14,7/1/1984
0000893405-0001-7,PRIMITIVO LOPEZ / MARTINA RODRIGUEZ LOPEZ,LA MEJOR BAKERY,11142 BURBANK BLVD #G,N HOLLYWOOD,91601-5756,11142 BURBANK 91601-5756,,,,722110,Full-service restaurants,2,7/15/1998
0002775723-0001-5,JH HANGARI INC,,4253 W 3RD STREET,LOS ANGELES,90020-3448,4253 3RD 90020-3448,,,,722110,Full-service restaurants,10,8/20/2014
0000554785-0013-0,STARBUCKS CORPORATION,STARBUCKS COFFEE #9683,7902 VAN NUYS BLVD UNIT #B-2,VAN NUYS,91402-6084,7902 VAN NUYS 91402-6084,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,6,11/1/2010
0000486068-0029-3,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #1500,601 W 7TH STREET,LOS ANGELES,90017-3801,601 7TH 90017-3801,1401 WYNKOOP STREET #500,DENVER,80202-1729,722110,Full-service restaurants,14,12/10/2010
0002801628-0001-1,"TANG CAPITAL, INC.",TWIN DRAGON RESTAURANT,8597 W PICO BLVD,LOS ANGELES,90035-2412,8597 PICO 90035-2412,24902 HOLLOW CIRCLE,LAGUNA NIGUEL,92677-6026,722110,Full-service restaurants,5,1/1/2015
0002484443-0007-0,TYP RESTAURANT GROUP INC,TENDER GREENS,6344 TOPANGA CANYON BLVD SUITE #1050,WOODLAND HILLS,91367-2214,6344 TOPANGA CANYON 91367-2214,2633 FAIRFAX AVENUE,CULVER CITY,90232-7332,722110,Full-service restaurants,3,9/14/2015
0002269427-0002-2,"LAWRY'S RESTAURANTS, INC",LAWRY'S CARVERY,1011 S FIGUEROA STREET SUITE #B115,LOS ANGELES,90015-1363,1011 FIGUEROA 90015-1363,234 E COLORADO BLVD SUITE #500,PASADENA,91101-2211,722110,Full-service restaurants,14,11/1/2008
0002821795-0001-4,SUZANA ANG - YIU HING CHAN,,9029 DE SOTO AVENUE,CANOGA PARK,91304-1968,9029 DE SOTO 91304-1968,9029 DE SOTO AVENUE,CANOGA PARK,91304-1968,722110,Full-service restaurants,3,4/16/2015
0002861501-0001-2,WILBERT GETTYS,THE CHARLESTON HAUS,1024 SANTEE STREET FLOOR #3,LOS ANGELES,90015-4711,1024 SANTEE 90015-4711,,,,722110,Full-service restaurants,14,10/7/2015
0002866960-0001-9,RAMEN OF YORK,,5051 YORK BLVD,LOS ANGELES,90042-1713,5051 YORK 90042-1713,,,,722110,Full-service restaurants,14,10/6/2015
0002772411-0001-6,"KEM PAI RESTAURANT, INC.",ABC RESTAURANT,708 NEW HIGH STREET,LOS ANGELES,90012-2822,708 NEW HIGH 90012-2822,,,,722110,Full-service restaurants,1,10/1/2014
0002836091-0001-1,ANTHONY K KIM,CAFE AMERICANO,4003 WILSHIRE BLVD SUITE #G,LOS ANGELES,90010-3431,4003 WILSHIRE 90010-3431,2577 SUNFLOWER STREET,FULLERTON,92835-3594,722110,Full-service restaurants,10,6/5/2015
0002520426-0001-5,TRU HOSPITALITY GROUP LLC,TRUE HOSPITALITY GROUP,1600 ARGYLE AVENUE,LOS ANGELES,90028-6408,1600 ARGYLE 90028-6408,410 N VARNEY STREET,BURBANK,91502-1732,722110,Full-service restaurants,13,12/1/2010
0002832647-0001-1,DEVONSHIRE ENTERPRISE INC,,15927 VENTURA BLVD,ENCINO,91436-2702,15927 VENTURA 91436-2702,3200 WILSHIRE BLVD SUITE #907,LOS ANGELES,90010-1313,722110,Full-service restaurants,5,7/1/2015
0000650423-0014-9,DEL TACO LLC,DEL TACO 964,18070 CHATSWORTH STREET,GRANADA HILLS,91344-5607,18070 CHATSWORTH 91344-5607,25521 COMMERCENTRE DRIVE #2FL,LAKE FOREST,92630-8857,722110,Full-service restaurants,12,11/10/1997
0000195355-0017-0,PANDA EXPRESS INC,PANDA EXPRESS #304,630 W 5TH STREET,LOS ANGELES,90071-2002,630 5TH 90071-2002,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,14,2/7/1996
0000641305-0001-1,"RED ROBIN INTERNATIONAL, INC.",RED ROBIN GOURMET BURGERS,6600 TOPANGA CANYON BLVD #49H,CANOGA PARK,91303-2610,6600 TOPANGA CANYON 91303-2610,6312 S FIDDLERS GREEN CIRCLE SUITE #200 N,GREENWOOD VILLAGE,80111-4916,722110,Full-service restaurants,3,3/7/1988
0000195355-0051-0,PANDA EXPRESS INC,,8315 LAUREL CANYON BLVD,SUN VALLEY,91352-3809,8315 LAUREL CANYON 91352-3809,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,6,7/1/2015
0002235477-0001-4,REPLACEMENT COMMUNICATION INC,B D BURGERS,10203 S CENTRAL AVENUE,LOS ANGELES,90002-3320,10203 CENTRAL 90002-3320,,,,722110,Full-service restaurants,8,4/1/2007
0000954423-0003-9,MARILYN A COLE,CHEF  MARILYN'S QUEEN OF DOWN HOME SOUTHERN GOODIES,2638 CRENSHAW BLVD,LOS ANGELES,90016-3006,2638 CRENSHAW 90016-3006,,,,722110,Full-service restaurants,10,2/13/2014
0002504074-0002-6,SPECIALTY'S CAFE & BAKERY INC,,2121 AVENUE OF THE STARS UNIT #100,LOS ANGELES,90067-5025,2121 AVENUE OF THE STARS 90067-5025,5050 HOPYARD ROAD SUITE #250,PLEASANTON,94588-3353,722110,Full-service restaurants,5,4/11/2012
0000948086-0003-4,LT ACQUISITION CORP,LOUISE'S TRATTORIA,232 N LARCHMONT BLVD,LOS ANGELES,90004-3707,232 LARCHMONT 90004-3707,15335 MORRISON STREET #240,SHERMAN OAKS,91403-6701,722110,Full-service restaurants,4,1/29/1998
0002799319-0001-8,MOFONGOS INC,MOFONGOS,5757 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-1628,5757 LANKERSHIM 91601-1628,,,,722110,Full-service restaurants,2,10/1/2014
0000117399-0001-0,BOUN INC,OK CHINESE RESTAURANT,7400 VAN NUYS BLVD #104,VAN NUYS,91405-1972,7400 VAN NUYS 91405-1972,,,,722110,Full-service restaurants,6,3/16/1994
0002778231-0001-1,YELLOW ORCHID INC,,5802 SANTA MONICA BLVD,LOS ANGELES,90038-2002,5802 SANTA MONICA 90038-2002,,,,722110,Full-service restaurants,13,8/1/2014
0002826221-0001-6,9021PHO RESTAURANTS LLC,,1575 WESTWOOD BLVD #305,LOS ANGELES,90024-5625,1575 WESTWOOD 90024-5625,,,,722110,Full-service restaurants,5,10/1/2014
0002797460-0001-9,NAPOLEON & JOSEPHINE INC,,7212 MELROSE AVENUE,LOS ANGELES,90046-7620,7212 MELROSE 90046-7620,,,,722110,Full-service restaurants,5,12/18/2014
0002486206-0001-8,CONCHITA'S RESTAURANT INC,CONCHITA'S RESTAURANT,2580 W PICO BLVD,LOS ANGELES,90006-4009,2580 PICO 90006-4009,2250 W 14TH STREET,LOS ANGELES,90006-4702,722110,Full-service restaurants,1,10/1/2009
0002780365-0001-6,"BACKYARD LOS ANGELES, LLC",BACKYARD BOWLS,8303 BEVERLY BLVD,LOS ANGELES,90048-2607,8303 BEVERLY 90048-2607,331 MOTOR WAY,SANTA BARBARA,93101-3436,722110,Full-service restaurants,5,10/14/2014
0002864560-0001-1,REMBER ERNESTO REYES,O' CHAI THAI RESTAURANT,820 N WESTERN AVENUE,LOS ANGELES,90029-3778,820 WESTERN 90029-3778,,,,722110,Full-service restaurants,13,10/30/2015
0002829731-0001-2,JANE GUEVARA,SILVER PLATER,2700 W 7TH STREET,LOS ANGELES,90057-3806,2700 7TH 90057-3806,,,,722110,Full-service restaurants,1,5/20/2015
0002416604-0001-7,GUISHAN FAMILY LLC,QIN WEST CHINESE CUISINE,727 N BROADWAY SUITE #111,LOS ANGELES,90012-2864,727 BROADWAY 90012-2864,727 N BROADWAY SUITE #111,LOS ANGELES,90012-2864,722110,Full-service restaurants,1,3/1/2009
0000537815-0001-8,CYNDI M CORLETTO,ALLADIN'S COFFEE SHOP,1150 S HOPE STREET,LOS ANGELES,90015-4303,1150 HOPE 90015-4303,1150 S HOPE STREET,LOS ANGELES,90015-4303,722110,Full-service restaurants,14,8/9/2001
0002690647-0003-0,BURGER LOUNGE III LLC,BURGER LOUNGE,13450 MAXELLA AVENUE SUITE #206-111,MARINA DEL REY,90292-5629,13450 MAXELLA 90292-5629,1917 INDIA STREET SUITE #C,SAN DIEGO,92101-2250,722110,Full-service restaurants,11,5/11/2015
0002693273-0001-5,"THE GANGJUNG, INC.",,621 S WESTERN AVENUE #302,LOS ANGELES,90005-3042,621 WESTERN 90005-3042,,,,722110,Full-service restaurants,10,8/10/2013
0000485215-0001-1,TAI LUONG EAR,DAILY DONUTS,100 E CENTURY BLVD #A,LOS ANGELES,90003-4710,100 CENTURY 90003-4710,100 E CENTURY BLVD SUITE #A,LOS ANGELES,90003-4710,722110,Full-service restaurants,8,5/30/2001
0002326242-0001-1,CSILLA BAN,BELLY-DELI,5961 LUBAO AVENUE,WOODLAND HILLS,91367-5612,5961 LUBAO 91367-5612,13271 GLENOAKS BLVD,SYLMAR,91342-3930,722110,Full-service restaurants,3,2/1/2008
0002867256-0001-2,MAYAS RESTAURANT INC,,3900 WILSHIRE BLVD,LOS ANGELES,90010-3303,3900 WILSHIRE 90010-3303,2300 HERCULES DRIVE,LOS ANGELES,90046-1632,722110,Full-service restaurants,10,11/1/2015
0002844171-0001-4,BEDROCK RESTAURANT INC,TOGOS SF VALLEY,18080 CHATSWORTH STREET,GRANADA HILLS,91344-5653,18080 CHATSWORTH 91344-5653,5320 CROWN AVENUE,LA CANADA,91011-2806,722110,Full-service restaurants,12,8/15/2015
0002517735-0001-3,BYONG ROK CHOI,HARA SUSHI,12222 WILSHIRE BLVD SUITE #101,LOS ANGELES,90025-1169,12222 WILSHIRE 90025-1169,,,,722110,Full-service restaurants,11,8/25/2010
0002798637-0001-3,SIRIPEN SOMSUK,THE DISH THAI FUSION CUISINE,11717 MOORPARK STREET,STUDIO CITY,91604-2112,11717 MOORPARK 91604-2112,,,,722110,Full-service restaurants,2,1/15/2015
0000580647-0001-2,HENRY CHONG,COCO D'NUTS,7161 LINDLEY AVENUE UNIT #100,RESEDA,91335-4615,7161 LINDLEY 91335-4615,,,,722110,Full-service restaurants,3,1/1/2001
0002852181-0001-0,WETHERBEE RESTAURANTS INC,,10837 WHITE OAK AVENUE,GRANADA HILLS,91344-4615,10837 WHITE OAK 91344,10837 WHITE OAK AVENUE,GRANADA HILLS,91344-4615,722110,Full-service restaurants,12,8/1/2015
0002627684-0001-1,KMA INTERNATIONAL INC,AROMA BAKERY CAFE,7373 W SUNSET BLVD,LOS ANGELES,90046-3412,7373 SUNSET 90046-3412,17412 VENTURA BLVD #210,ENCINO,91316-3827,722110,Full-service restaurants,4,7/24/2012
0000389901-0001-0,OCEAN VIEW FOODS INC,JACK IN THE BOX #190,11216 TAMPA AVENUE,NORTHRIDGE,91326-1620,11216 TAMPA 91326-1620,23801 CALABASAS ROAD SUITE #2002,CALABASAS,91302-1569,722110,Full-service restaurants,12,8/29/2003
0000486068-0026-9,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #1310,1460 VINE STREET,LOS ANGELES,90028-8146,1460 VINE 90028-8146,1401 WYNKOOP STREET SUITE #500,DENVER,80202-1729,722110,Full-service restaurants,13,6/18/2010
0002697349-0001-9,HLWD IP GRILL LLC,JAMESONS IRISH PUB,6681 HOLLYWOOD BLVD,LOS ANGELES,90028-6220,6681 HOLLYWOOD 90028-6220,8272 D W SUNSET BLVD,WEST HOLLYWOOD,90046-2416,722110,Full-service restaurants,13,12/5/2012
0000289721-0003-1,HOMAK ENTERPRISES INC,MCDONALD'S # 17114,23340 AVENUE SAN LUIS,WOODLAND HILLS,91364-1099,23340 AVENUE SAN LUIS 91364-1099,15700 VENTURA BLVD,ENCINO,91436-2904,722110,Full-service restaurants,3,7/28/2015
0000486068-0006-4,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #1996,3939 CRENSHAW BLVD SUITE #A,BALDWIN HILLS,90008-2541,3939 CRENSHAW 90008-2541,1401 WYNKOOP STREET SUITE #500,DENVER,80202-1729,722110,Full-service restaurants,10,1/26/2013
0002857008-0001-1,MARISCOS EL CARACOL RESTAURANT INC,MARISCOS ENSENADA,13110 VAN NUYS BLVD,PACOIMA,91331-2558,13110 VAN NUYS 91331-2558,,,,722110,Full-service restaurants,7,9/24/2015
0002830888-0001-1,JANE HANNA YEO,NOODLES,539 S WESTERN AVENUE,LOS ANGELES,90020-4207,539 WESTERN 90020-4207,3850 WILSHIRE BLVD SUITE #201,LOS ANGELES,90010-3262,722110,Full-service restaurants,10,3/20/2015
0002587679-0001-2,HACIENDA PLAYA LLC,HACIENDA PLAYA,8415 PERSHING DRIVE #304,PLAYA DEL REY,90293-7843,8415 PERSHING 90293-7843,POST OFFICE BOX #882049,LOS ANGELES,90009-3020,722110,Full-service restaurants,11,12/1/2011
0000015639-0001-2,YANN THOUK LY,FOSTERS DONUT,9901 DE SOTO AVENUE,CHATSWORTH,91311-4287,9901 DE SOTO 91311-4287,,,,722110,Full-service restaurants,12,5/13/1992
0002842692-0001-2,"OV RESTAURANT GROUP, INC",OCEANVIEW RESTAURANT,3826 OCEAN VIEW BLVD,MONTROSE,91020-1621,3826 OCEAN VIEW 91020,3826 OCEAN VIEW BLVD,MONTROSE,91020-1621,722110,Full-service restaurants,0,7/21/2015
0002712529-0001-6,7213 SUNSET HOSPITALITY LLC,,7213 W SUNSET BLVD,LOS ANGELES,90046-3405,7213 SUNSET 90046-3405,6541 HOLLYWOOD BLVD SUITE #201,LOS ANGELES,90028-6256,722110,Full-service restaurants,4,9/1/2013
0002638304-0002-9,BENONI GARCIA,CONCHITA'S MEXICAN RESTAURANT,519 E 59TH PLACE,LOS ANGELES,90003-1305,519 59TH 90003-1305,1431 E 22ND STREET,LOS ANGELES,90011-1305,722110,Full-service restaurants,9,7/6/2015
